NAME,TYPE,KIND,RESOURCE GROUP,LOCATION,SUBSCRIPTION,
"adb123","Storage account","StorageV2","es_us","Australia Central","Free Trial"
"dbstorageh4dy4qzuawl3a","Storage account","StorageV2","rs_managed_adb","Australia Central","Free Trial"
